Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:42:18	PI_3	698	2	0	642933	0	
2016-Jan-05 11:42:20	PI_3	699	2	0	642933	0	
2016-Jan-05 11:42:22	PI_3	700	2	2	1405754	0	0,1
2016-Jan-05 11:42:24	PI_3	701	2	0	642933	0	
2016-Jan-05 11:42:26	PI_3	702	2	2	1405754	0	0,1
2016-Jan-05 11:42:28	PI_3	703	2	1	997955	0	0
2016-Jan-05 11:42:30	PI_3	704	2	1	997955	0	0
2016-Jan-05 11:42:32	PI_3	705	2	1	997955	0	0
2016-Jan-05 11:42:34	PI_3	706	2	2	1405754	0	0,1
2016-Jan-05 11:42:36	PI_3	707	2	1	997955	0	0
2016-Jan-05 11:42:38	PI_3	708	2	2	1405754	0	0,1
2016-Jan-05 11:42:40	PI_3	709	2	2	1405754	0	0,1
2016-Jan-05 11:42:42	PI_3	710	2	0	642933	0	
2016-Jan-05 11:42:44	PI_3	711	2	2	1405754	0	0,1
2016-Jan-05 11:42:46	PI_3	712	2	1	997955	0	0
2016-Jan-05 11:42:48	PI_3	713	2	1	997955	0	0
2016-Jan-05 11:42:50	PI_3	714	2	1	997955	0	0
2016-Jan-05 11:42:52	PI_3	715	2	1	997955	0	0
2016-Jan-05 11:42:54	PI_3	716	2	1	997955	0	0
2016-Jan-05 11:42:56	PI_3	717	2	1	997955	0	0
2016-Jan-05 11:42:58	PI_3	718	2	1	997955	0	0
2016-Jan-05 11:43:00	PI_3	719	2	2	1405754	0	0,1
2016-Jan-05 11:43:02	PI_3	720	2	2	1405754	0	0,1
2016-Jan-05 11:43:04	PI_3	721	2	0	642933	0	
2016-Jan-05 11:43:06	PI_3	722	2	0	642933	0	
2016-Jan-05 11:43:08	PI_3	723	2	2	1405754	0	0,1
2016-Jan-05 11:43:10	PI_3	724	2	0	642933	0	
2016-Jan-05 11:43:12	PI_3	725	2	2	1405754	0	0,1
2016-Jan-05 11:43:14	PI_3	726	2	0	642933	0	
2016-Jan-05 11:43:16	PI_3	727	2	0	642933	0	
2016-Jan-05 11:43:18	PI_3	728	2	2	1405754	0	0,1
2016-Jan-05 11:43:20	PI_3	729	2	0	642933	0	
2016-Jan-05 11:43:22	PI_3	730	2	2	1405754	0	0,1
2016-Jan-05 11:43:24	PI_3	731	2	0	642933	0	
2016-Jan-05 11:43:26	PI_3	732	2	1	997955	0	0
2016-Jan-05 11:43:28	PI_3	733	2	1	997955	0	0
2016-Jan-05 11:43:30	PI_3	734	2	1	997955	0	0
2016-Jan-05 11:43:32	PI_3	735	2	1	997955	0	0
2016-Jan-05 11:43:34	PI_3	736	2	1	997955	0	0
2016-Jan-05 11:43:36	PI_3	737	2	1	997955	0	0
2016-Jan-05 11:43:38	PI_3	738	2	2	1405754	0	0,1
2016-Jan-05 11:43:40	PI_3	739	2	1	997955	0	0
2016-Jan-05 11:43:42	PI_3	740	2	1	997955	0	0
